Voter_ID,Age,Gender,State,Constituency,Income_Level,Voted_Party,Turnout,Employment_Status,Education_Level,Date
10570,51,Female,Bihar,Patna Urban,High,Party C,Yes,Employed,Graduate,2019-04-15
10571,57,Male,Tamil Nadu,Coimbatore,High,Party C,No,Student,Primary,2019-05-09
10572,84,Female,Tamil Nadu,Madurai,Medium,Party C,No,Student,Graduate,2019-05-07
10573,38,Male,Kerala,Thiruvananthapuram,High,Party B,No,Employed,Secondary,2019-04-08
10574,80,Male,Kerala,Kochi,Low,Party A,Yes,Unemployed,Graduate,2019-04-29
10575,44,Other,Kerala,Thiruvananthapuram,Low,Party A,No,Employed,Primary,2019-05-24
10576,78,Other,Kerala,Kochi,Low,Party C,No,Student,Primary,2019-04-15
10577,59,Male,Bihar,Patna Urban,High,Party B,Yes,Employed,Secondary,2019-04-02
10578,42,Female,Maharashtra,Mumbai South,High,Party B,No,Unemployed,Primary,2019-04-10
10579,50,Male,Maharashtra,Nagpur,Low,Party A,No,Unemployed,Primary,2019-04-26
10580,50,Other,Tamil Nadu,Madurai,Medium,Party B,Yes,Student,Graduate,2019-04-12
10581,84,Female,Bihar,Gaya,High,Party C,Yes,Employed,Primary,2019-04-23
10582,39,Female,Tamil Nadu,Madurai,Medium,Party B,Yes,Student,Graduate,2019-05-09
10583,68,Female,Kerala,Kozhikode,High,Party A,Yes,Student,Secondary,2019-04-01
10584,39,Male,Bihar,Gaya,High,Party A,No,Self-employed,Secondary,2019-05-17
10585,38,Male,Maharashtra,Mumbai South,High,Party A,Yes,Student,Graduate,2019-04-09
10586,47,Male,Maharashtra,Pune,Low,Party B,No,Self-employed,Secondary,2019-05-17
10587,57,Male,Maharashtra,Nagpur,Low,Party C,No,Self-employed,Postgraduate,2019-05-17
10588,73,Other,Tamil Nadu,Coimbatore,High,Party C,No,Student,Primary,2019-05-06
10589,44,Female,Tamil Nadu,Chennai Central,Medium,Party C,Yes,Student,Postgraduate,2019-05-28
10590,45,Male,Kerala,Kozhikode,Medium,Party C,No,Employed,Postgraduate,2019-04-29
10591,22,Other,Kerala,Kochi,High,Party C,No,Student,Graduate,2019-04-07
10592,22,Male,Tamil Nadu,Chennai Central,Low,Party B,Yes,Self-employed,Postgraduate,2019-04-13
10593,42,Male,Bihar,Gaya,Medium,Party C,No,Employed,Postgraduate,2019-04-02
10594,64,Other,Maharashtra,Mumbai South,Low,Party A,No,Employed,Secondary,2019-05-03
10595,55,Other,Tamil Nadu,Chennai Central,Low,Party A,Yes,Unemployed,Secondary,2019-05-12
10596,49,Male,Kerala,Kozhikode,High,Party C,Yes,Employed,Postgraduate,2019-04-21
10597,56,Male,Maharashtra,Nagpur,Medium,Party B,Yes,Student,Secondary,2019-05-26
10598,69,Male,Kerala,Kozhikode,Low,Party B,Yes,Unemployed,Secondary,2019-04-28
10599,74,Male,Bihar,Gaya,Low,Party B,No,Employed,Graduate,2019-04-13
10600,58,Male,Maharashtra,Nagpur,Medium,Party C,Yes,Self-employed,Graduate,2019-05-17
10601,38,Male,Bihar,Patna Urban,Medium,Party A,No,Unemployed,Graduate,2019-05-25
10602,61,Male,Tamil Nadu,Coimbatore,High,Party C,No,Self-employed,Graduate,2019-05-09
10603,31,Other,Kerala,Kozhikode,Medium,Party C,Yes,Self-employed,Graduate,2019-05-01
10604,64,Male,Kerala,Thiruvananthapuram,Low,Party C,Yes,Unemployed,Postgraduate,2019-04-25
10605,18,Male,Maharashtra,Mumbai South,Medium,Party B,No,Employed,Secondary,2019-05-03
10606,57,Male,Bihar,Gaya,High,Party C,Yes,Unemployed,Secondary,2019-04-11
10607,60,Female,Maharashtra,Pune,High,Party A,Yes,Employed,Primary,2019-04-08
10608,61,Female,Maharashtra,Pune,Medium,Party C,Yes,Student,Graduate,2019-05-26
10609,51,Other,Kerala,Thiruvananthapuram,Low,Party C,No,Unemployed,Secondary,2019-04-10
10610,30,Other,Tamil Nadu,Coimbatore,High,Party C,Yes,Student,Secondary,2019-04-23
10611,51,Female,Bihar,Patna Urban,Low,Party B,Yes,Employed,Secondary,2019-04-17
10612,27,Female,Bihar,Patna Urban,Low,Party C,Yes,Self-employed,Secondary,2019-04-06
10613,74,Male,Maharashtra,Mumbai South,Low,Party C,Yes,Employed,Graduate,2019-04-19
10614,37,Female,Bihar,Patna Urban,High,Party C,Yes,Student,Graduate,2019-04-12
10615,72,Male,Bihar,Gaya,Low,Party C,Yes,Employed,Primary,2019-05-16
10616,83,Male,Kerala,Thiruvananthapuram,High,Party B,Yes,Employed,Postgraduate,2019-04-13
10617,60,Male,Maharashtra,Pune,High,Party C,Yes,Employed,Primary,2019-05-31
10618,29,Male,Kerala,Thiruvananthapuram,High,Party B,Yes,Student,Graduate,2019-04-29
10619,68,Male,Maharashtra,Nagpur,Low,Party C,No,Employed,Primary,2019-04-04
10620,51,Female,Tamil Nadu,Madurai,Low,Party B,Yes,Unemployed,Postgraduate,2019-04-07
10621,69,Male,Maharashtra,Mumbai South,Medium,Party C,No,Self-employed,Postgraduate,2019-05-20
10622,83,Male,Bihar,Patna Urban,Low,Party C,No,Student,Graduate,2019-04-01
10623,21,Female,Kerala,Kochi,Medium,Party C,Yes,Student,Primary,2019-04-22
10624,52,Other,Tamil Nadu,Coimbatore,Low,Party C,Yes,Employed,Graduate,2019-05-29
10625,85,Other,Tamil Nadu,Madurai,Medium,Party B,Yes,Unemployed,Graduate,2019-05-05
10626,44,Other,Tamil Nadu,Coimbatore,Low,Party A,No,Self-employed,Graduate,2019-05-25
10627,38,Female,Bihar,Muzaffarpur,Low,Party C,No,Unemployed,Primary,2019-04-10
10628,47,Male,Maharashtra,Nagpur,Low,Party C,Yes,Unemployed,Graduate,2019-04-12
10629,40,Other,Maharashtra,Nagpur,Low,Party C,Yes,Employed,Postgraduate,2019-04-29
10630,38,Female,Kerala,Kozhikode,Low,Party B,No,Unemployed,Secondary,2019-04-16
10631,29,Male,Bihar,Muzaffarpur,Low,Party B,No,Unemployed,Graduate,2019-04-09
10632,73,Other,Bihar,Gaya,High,Party B,No,Employed,Graduate,2019-04-24
10633,21,Female,Kerala,Kochi,High,Party C,No,Self-employed,Graduate,2019-04-21
10634,78,Other,Maharashtra,Mumbai South,Low,Party A,No,Employed,Postgraduate,2019-05-28
10635,19,Other,Kerala,Kozhikode,Low,Party C,Yes,Unemployed,Primary,2019-04-23
10636,40,Female,Maharashtra,Nagpur,Medium,Party B,No,Student,Postgraduate,2019-04-03
10637,29,Other,Maharashtra,Pune,Low,Party C,No,Student,Secondary,2019-05-03
10638,72,Male,Kerala,Thiruvananthapuram,Medium,Party C,No,Unemployed,Secondary,2019-04-05
10639,60,Female,Bihar,Muzaffarpur,Medium,Party B,No,Student,Primary,2019-04-08
10640,35,Other,Tamil Nadu,Coimbatore,High,Party A,No,Self-employed,Primary,2019-04-23
10641,30,Other,Maharashtra,Pune,Medium,Party B,No,Employed,Postgraduate,2019-05-12
10642,37,Male,Bihar,Gaya,Low,Party B,Yes,Self-employed,Primary,2019-04-22
10643,56,Other,Kerala,Thiruvananthapuram,Low,Party A,No,Employed,Secondary,2019-04-28
10644,20,Female,Kerala,Kochi,High,Party A,Yes,Unemployed,Graduate,2019-04-29
10645,26,Other,Maharashtra,Nagpur,Low,Party B,No,Self-employed,Primary,2019-05-27
10646,26,Other,Tamil Nadu,Coimbatore,Medium,Party A,No,Employed,Graduate,2019-04-27
10647,34,Male,Maharashtra,Nagpur,Low,Party C,No,Unemployed,Graduate,2019-04-14
10648,77,Other,Maharashtra,Pune,High,Party A,Yes,Self-employed,Postgraduate,2019-04-23
10649,71,Other,Bihar,Patna Urban,High,Party C,No,Employed,Postgraduate,2019-05-22
10650,84,Other,Tamil Nadu,Coimbatore,Medium,Party A,Yes,Employed,Primary,2019-04-24
10651,49,Male,Maharashtra,Pune,Medium,Party C,Yes,Self-employed,Primary,2019-04-17
10652,75,Male,Kerala,Thiruvananthapuram,Medium,Party C,No,Student,Secondary,2019-05-18
10653,53,Female,Maharashtra,Pune,Medium,Party B,Yes,Self-employed,Postgraduate,2019-04-27
10654,70,Other,Kerala,Thiruvananthapuram,Medium,Party C,No,Employed,Secondary,2019-05-19
10655,70,Male,Maharashtra,Mumbai South,Low,Party A,Yes,Self-employed,Primary,2019-05-01
10656,48,Female,Maharashtra,Nagpur,Low,Party A,Yes,Unemployed,Primary,2019-05-21
10657,29,Male,Maharashtra,Mumbai South,Low,Party B,Yes,Employed,Postgraduate,2019-04-13
10658,46,Male,Tamil Nadu,Madurai,Medium,Party C,No,Employed,Graduate,2019-05-27
10659,48,Male,Maharashtra,Mumbai South,High,Party A,Yes,Employed,Secondary,2019-05-23
10660,49,Female,Tamil Nadu,Chennai Central,High,Party C,Yes,Employed,Postgraduate,2019-05-18
10661,25,Male,Kerala,Thiruvananthapuram,Low,Party B,No,Student,Primary,2019-04-29
10662,53,Male,Maharashtra,Mumbai South,High,Party A,No,Unemployed,Primary,2019-04-20
10663,72,Other,Maharashtra,Pune,Low,Party C,Yes,Self-employed,Primary,2019-04-06
10664,80,Other,Bihar,Muzaffarpur,Medium,Party C,Yes,Employed,Postgraduate,2019-04-23
10665,50,Female,Maharashtra,Mumbai South,High,Party B,No,Student,Graduate,2019-04-05
10666,73,Male,Kerala,Kozhikode,Low,Party A,Yes,Unemployed,Secondary,2019-04-06
10667,19,Other,Bihar,Gaya,Low,Party A,No,Student,Secondary,2019-05-27
10668,32,Male,Tamil Nadu,Coimbatore,High,Party A,No,Student,Secondary,2019-05-23
10669,51,Male,Maharashtra,Pune,High,Party B,No,Unemployed,Graduate,2019-04-01
10670,64,Male,Kerala,Kozhikode,Low,Party B,No,Student,Postgraduate,2019-05-26
10671,44,Other,Kerala,Thiruvananthapuram,Medium,Party C,No,Student,Postgraduate,2019-05-22
10672,74,Other,Tamil Nadu,Chennai Central,Low,Party A,No,Student,Graduate,2019-05-18
10673,20,Female,Bihar,Patna Urban,High,Party A,No,Unemployed,Graduate,2019-04-07
10674,18,Male,Tamil Nadu,Madurai,Low,Party A,No,Student,Graduate,2019-05-30
10675,85,Female,Tamil Nadu,Madurai,High,Party C,No,Self-employed,Postgraduate,2019-05-01
10676,61,Male,Kerala,Kozhikode,High,Party A,Yes,Student,Postgraduate,2019-04-26
10677,24,Female,Maharashtra,Nagpur,Low,Party C,Yes,Student,Graduate,2019-04-22
10678,24,Male,Tamil Nadu,Coimbatore,Low,Party B,No,Unemployed,Graduate,2019-05-13
10679,82,Male,Tamil Nadu,Madurai,Medium,Party A,Yes,Self-employed,Postgraduate,2019-04-10
10680,55,Other,Maharashtra,Pune,Medium,Party B,No,Employed,Secondary,2019-04-28
10681,27,Female,Maharashtra,Mumbai South,High,Party C,Yes,Employed,Primary,2019-04-12
10682,72,Female,Kerala,Thiruvananthapuram,Low,Party B,Yes,Self-employed,Primary,2019-04-29
10683,67,Female,Bihar,Patna Urban,Medium,Party B,Yes,Unemployed,Postgraduate,2019-04-17
10684,64,Male,Tamil Nadu,Coimbatore,Low,Party B,No,Employed,Secondary,2019-05-18
10685,58,Other,Maharashtra,Nagpur,Medium,Party C,Yes,Unemployed,Primary,2019-05-04
10686,52,Male,Kerala,Kochi,Medium,Party B,Yes,Unemployed,Graduate,2019-04-07
10687,44,Male,Kerala,Thiruvananthapuram,High,Party A,No,Student,Primary,2019-05-28
10688,60,Other,Tamil Nadu,Chennai Central,Low,Party B,No,Self-employed,Postgraduate,2019-04-20
10689,23,Male,Kerala,Kozhikode,High,Party A,Yes,Employed,Graduate,2019-04-04
10690,69,Female,Tamil Nadu,Madurai,Medium,Party A,No,Self-employed,Primary,2019-05-05
10691,59,Female,Kerala,Thiruvananthapuram,High,Party A,Yes,Student,Primary,2019-04-20
10692,57,Female,Bihar,Gaya,High,Party A,No,Student,Graduate,2019-05-08
10693,51,Female,Tamil Nadu,Coimbatore,Low,Party A,No,Student,Primary,2019-05-17
10694,69,Male,Bihar,Gaya,Medium,Party B,Yes,Unemployed,Postgraduate,2019-05-10
10695,25,Female,Maharashtra,Pune,High,Party C,No,Employed,Primary,2019-04-07
10696,52,Female,Tamil Nadu,Chennai Central,High,Party C,Yes,Self-employed,Postgraduate,2019-04-23
10697,53,Female,Kerala,Kozhikode,Low,Party C,Yes,Self-employed,Primary,2019-04-01
10698,35,Male,Bihar,Muzaffarpur,Low,Party C,No,Self-employed,Graduate,2019-05-22
10699,40,Female,Bihar,Gaya,Medium,Party C,Yes,Employed,Secondary,2019-05-27
10700,23,Female,Kerala,Thiruvananthapuram,Medium,Party A,Yes,Employed,Postgraduate,2019-04-17
10701,72,Male,Maharashtra,Pune,Low,Party C,No,Student,Primary,2019-04-20
10702,37,Male,Bihar,Gaya,High,Party C,No,Unemployed,Primary,2019-05-30
10703,66,Female,Tamil Nadu,Coimbatore,High,Party C,No,Employed,Graduate,2019-04-16
10704,22,Other,Tamil Nadu,Madurai,Low,Party C,No,Student,Primary,2019-05-14
10705,26,Male,Bihar,Patna Urban,Low,Party A,Yes,Self-employed,Primary,2019-04-12
10706,61,Male,Maharashtra,Nagpur,Low,Party C,Yes,Unemployed,Primary,2019-05-31
10707,62,Female,Bihar,Muzaffarpur,Low,Party B,No,Unemployed,Postgraduate,2019-05-07
10708,65,Male,Maharashtra,Pune,High,Party B,No,Unemployed,Graduate,2019-04-19
10709,19,Other,Tamil Nadu,Madurai,Medium,Party A,No,Student,Secondary,2019-04-07
10710,24,Male,Maharashtra,Pune,Medium,Party B,Yes,Student,Secondary,2019-05-13
10711,27,Male,Kerala,Thiruvananthapuram,High,Party C,Yes,Self-employed,Secondary,2019-05-20
10712,80,Female,Tamil Nadu,Chennai Central,Medium,Party A,Yes,Self-employed,Primary,2019-04-11
10713,81,Other,Bihar,Patna Urban,High,Party A,Yes,Employed,Postgraduate,2019-05-13
10714,66,Female,Maharashtra,Mumbai South,Medium,Party B,No,Student,Secondary,2019-05-07
10715,27,Male,Bihar,Gaya,Medium,Party C,Yes,Self-employed,Primary,2019-04-03
10716,82,Female,Tamil Nadu,Chennai Central,High,Party B,No,Unemployed,Secondary,2019-04-06
10717,67,Male,Tamil Nadu,Coimbatore,High,Party C,Yes,Self-employed,Postgraduate,2019-05-17
10718,50,Other,Kerala,Thiruvananthapuram,Low,Party B,No,Self-employed,Secondary,2019-04-26
10719,72,Other,Maharashtra,Mumbai South,Medium,Party B,Yes,Self-employed,Primary,2019-05-13
10720,29,Male,Bihar,Gaya,Low,Party B,No,Employed,Graduate,2019-04-22
10721,66,Male,Bihar,Gaya,Low,Party A,Yes,Unemployed,Postgraduate,2019-05-30
10722,42,Male,Bihar,Muzaffarpur,Medium,Party B,No,Self-employed,Secondary,2019-05-17
10723,64,Male,Tamil Nadu,Coimbatore,Low,Party B,No,Self-employed,Primary,2019-04-07
10724,42,Female,Maharashtra,Pune,Medium,Party C,No,Self-employed,Postgraduate,2019-05-07
10725,53,Other,Bihar,Patna Urban,Medium,Party B,No,Self-employed,Graduate,2019-04-03
10726,76,Male,Kerala,Kozhikode,High,Party C,Yes,Unemployed,Primary,2019-05-09
10727,34,Male,Maharashtra,Nagpur,Medium,Party A,No,Employed,Postgraduate,2019-05-12
10728,69,Male,Bihar,Muzaffarpur,Low,Party B,Yes,Employed,Graduate,2019-04-05
10729,67,Male,Tamil Nadu,Coimbatore,Low,Party A,No,Unemployed,Primary,2019-05-11
10730,77,Other,Bihar,Gaya,Low,Party A,No,Unemployed,Primary,2019-05-10
10731,51,Male,Bihar,Gaya,High,Party B,No,Self-employed,Postgraduate,2019-05-31
10732,83,Female,Kerala,Kozhikode,Low,Party C,No,Employed,Postgraduate,2019-04-07
10733,20,Other,Tamil Nadu,Coimbatore,Medium,Party B,Yes,Self-employed,Primary,2019-05-15
10734,20,Other,Kerala,Kochi,High,Party C,No,Employed,Secondary,2019-04-29
10735,53,Other,Kerala,Kozhikode,Medium,Party C,Yes,Self-employed,Secondary,2019-04-21
10736,81,Other,Maharashtra,Pune,High,Party A,No,Student,Primary,2019-04-14
10737,24,Other,Maharashtra,Nagpur,Medium,Party C,Yes,Unemployed,Postgraduate,2019-04-05
10738,66,Female,Tamil Nadu,Madurai,Medium,Party B,No,Self-employed,Postgraduate,2019-05-06
10739,67,Female,Maharashtra,Nagpur,High,Party C,No,Unemployed,Graduate,2019-04-03
10740,36,Other,Maharashtra,Pune,High,Party A,No,Employed,Graduate,2019-05-11
10741,44,Male,Tamil Nadu,Coimbatore,Low,Party B,Yes,Self-employed,Graduate,2019-05-02
10742,63,Other,Bihar,Gaya,Medium,Party A,No,Employed,Primary,2019-04-04
10743,71,Other,Tamil Nadu,Coimbatore,High,Party C,No,Student,Primary,2019-05-23
10744,42,Female,Tamil Nadu,Coimbatore,Low,Party C,No,Self-employed,Secondary,2019-04-18
10745,23,Male,Tamil Nadu,Madurai,High,Party A,Yes,Student,Graduate,2019-05-28
10746,22,Female,Maharashtra,Pune,Low,Party C,Yes,Student,Graduate,2019-04-06
10747,62,Female,Tamil Nadu,Chennai Central,Medium,Party A,Yes,Student,Primary,2019-05-12
10748,28,Female,Kerala,Thiruvananthapuram,Medium,Party B,No,Unemployed,Secondary,2019-04-05
10749,33,Other,Tamil Nadu,Chennai Central,High,Party B,Yes,Self-employed,Secondary,2019-05-15
10750,26,Other,Tamil Nadu,Coimbatore,Low,Party C,Yes,Employed,Primary,2019-05-19
10751,64,Male,Bihar,Gaya,Medium,Party A,No,Unemployed,Secondary,2019-05-01
10752,23,Other,Tamil Nadu,Coimbatore,Low,Party B,Yes,Student,Graduate,2019-04-18
10753,34,Female,Kerala,Kochi,High,Party C,No,Self-employed,Postgraduate,2019-04-17
10754,36,Female,Kerala,Thiruvananthapuram,Medium,Party C,No,Unemployed,Primary,2019-05-14
10755,72,Male,Kerala,Kochi,Low,Party A,No,Self-employed,Primary,2019-05-03
10756,62,Male,Tamil Nadu,Madurai,Medium,Party A,Yes,Employed,Graduate,2019-05-24
10757,80,Other,Bihar,Muzaffarpur,Medium,Party A,No,Self-employed,Graduate,2019-04-17
10758,33,Other,Kerala,Kochi,Low,Party A,No,Employed,Postgraduate,2019-04-16
10759,30,Other,Bihar,Muzaffarpur,High,Party C,No,Self-employed,Postgraduate,2019-05-18
10760,69,Female,Kerala,Kochi,Low,Party B,No,Student,Postgraduate,2019-05-26
10761,55,Other,Tamil Nadu,Chennai Central,Medium,Party B,No,Student,Secondary,2019-04-09
10762,42,Male,Kerala,Kochi,High,Party B,Yes,Student,Primary,2019-04-23
10763,73,Other,Tamil Nadu,Madurai,Low,Party A,Yes,Unemployed,Graduate,2019-04-29
10764,49,Male,Kerala,Kochi,Low,Party A,No,Employed,Primary,2019-04-01
10765,25,Male,Tamil Nadu,Coimbatore,Medium,Party B,No,Employed,Postgraduate,2019-05-28
10766,82,Other,Tamil Nadu,Chennai Central,Low,Party B,No,Unemployed,Postgraduate,2019-04-21
10767,69,Other,Kerala,Thiruvananthapuram,High,Party B,No,Unemployed,Primary,2019-04-23
10768,38,Female,Bihar,Gaya,High,Party B,No,Student,Postgraduate,2019-04-24
10769,21,Female,Tamil Nadu,Madurai,Low,Party A,Yes,Employed,Secondary,2019-04-30
10770,21,Other,Maharashtra,Mumbai South,High,Party B,Yes,Unemployed,Graduate,2019-05-09
10771,52,Male,Maharashtra,Pune,Low,Party A,Yes,Unemployed,Secondary,2019-05-01
10772,39,Other,Tamil Nadu,Madurai,Medium,Party A,No,Employed,Postgraduate,2019-05-11
10773,72,Female,Tamil Nadu,Madurai,Medium,Party B,No,Student,Primary,2019-05-05
10774,60,Female,Bihar,Gaya,Medium,Party A,No,Employed,Graduate,2019-04-11
10775,75,Other,Maharashtra,Nagpur,Medium,Party A,No,Employed,Postgraduate,2019-05-12
10776,64,Male,Maharashtra,Pune,High,Party B,No,Employed,Postgraduate,2019-04-23
10777,35,Other,Maharashtra,Mumbai South,Low,Party C,No,Student,Graduate,2019-04-12
10778,60,Male,Tamil Nadu,Coimbatore,High,Party C,No,Student,Secondary,2019-04-07
10779,71,Male,Kerala,Thiruvananthapuram,Medium,Party A,No,Student,Primary,2019-04-22
10780,78,Other,Bihar,Muzaffarpur,High,Party B,No,Student,Secondary,2019-04-20
10781,46,Male,Kerala,Kozhikode,Low,Party A,Yes,Self-employed,Postgraduate,2019-04-11
10782,45,Female,Tamil Nadu,Coimbatore,Low,Party A,Yes,Unemployed,Primary,2019-05-18
10783,55,Female,Tamil Nadu,Chennai Central,Medium,Party A,No,Unemployed,Secondary,2019-05-12
10784,28,Male,Bihar,Patna Urban,Medium,Party C,Yes,Student,Graduate,2019-05-17
10785,35,Other,Maharashtra,Mumbai South,High,Party B,Yes,Self-employed,Primary,2019-05-12
10786,30,Female,Maharashtra,Nagpur,High,Party B,Yes,Student,Primary,2019-05-09
10787,60,Other,Bihar,Patna Urban,Medium,Party C,Yes,Student,Primary,2019-05-09
10788,21,Male,Tamil Nadu,Madurai,Medium,Party B,Yes,Student,Secondary,2019-04-14
10789,78,Other,Kerala,Kochi,Medium,Party C,Yes,Employed,Secondary,2019-04-07
10790,66,Female,Kerala,Kochi,High,Party C,No,Unemployed,Postgraduate,2019-05-03
10791,28,Female,Kerala,Kozhikode,Medium,Party B,Yes,Student,Postgraduate,2019-04-28
10792,31,Other,Bihar,Gaya,High,Party A,Yes,Unemployed,Postgraduate,2019-04-20
10793,81,Male,Kerala,Thiruvananthapuram,Low,Party B,No,Employed,Graduate,2019-05-16
10794,75,Female,Kerala,Kochi,Medium,Party A,Yes,Self-employed,Postgraduate,2019-04-21
10795,60,Other,Tamil Nadu,Coimbatore,Medium,Party A,Yes,Student,Postgraduate,2019-04-29
10796,52,Other,Bihar,Patna Urban,Medium,Party B,Yes,Self-employed,Graduate,2019-05-26
10797,21,Other,Maharashtra,Mumbai South,High,Party C,No,Employed,Postgraduate,2019-05-03
10798,83,Male,Maharashtra,Pune,High,Party C,Yes,Unemployed,Graduate,2019-04-11
10799,35,Other,Bihar,Patna Urban,Low,Party C,No,Unemployed,Secondary,2019-05-05
10800,85,Female,Kerala,Kozhikode,Medium,Party B,No,Unemployed,Primary,2019-04-15
10801,47,Female,Maharashtra,Mumbai South,Medium,Party B,Yes,Unemployed,Graduate,2019-05-27
10802,42,Other,Bihar,Muzaffarpur,Medium,Party C,No,Unemployed,Primary,2019-05-31
10803,77,Female,Maharashtra,Mumbai South,Low,Party C,No,Student,Secondary,2019-04-07
10804,78,Female,Kerala,Thiruvananthapuram,Medium,Party C,Yes,Unemployed,Primary,2019-04-16
10805,52,Female,Maharashtra,Pune,Medium,Party A,Yes,Student,Postgraduate,2019-05-06
10806,71,Female,Bihar,Muzaffarpur,Low,Party B,Yes,Unemployed,Secondary,2019-04-19
10807,19,Female,Kerala,Kozhikode,High,Party A,Yes,Self-employed,Graduate,2019-04-25
10808,27,Female,Maharashtra,Pune,Medium,Party A,Yes,Employed,Postgraduate,2019-05-07
10809,39,Male,Bihar,Patna Urban,High,Party C,Yes,Unemployed,Secondary,2019-04-28
10810,19,Male,Kerala,Kochi,Low,Party C,Yes,Student,Secondary,2019-05-09
10811,70,Male,Tamil Nadu,Coimbatore,High,Party A,Yes,Employed,Primary,2019-05-11
10812,69,Female,Kerala,Kochi,Medium,Party B,No,Self-employed,Secondary,2019-05-30
10813,44,Other,Kerala,Thiruvananthapuram,Medium,Party B,No,Unemployed,Graduate,2019-05-27
10814,48,Other,Tamil Nadu,Coimbatore,Low,Party C,No,Unemployed,Primary,2019-05-28
10815,58,Other,Maharashtra,Nagpur,High,Party A,No,Unemployed,Secondary,2019-05-24
10816,65,Other,Bihar,Patna Urban,Medium,Party B,Yes,Self-employed,Graduate,2019-05-21
10817,33,Female,Kerala,Kochi,High,Party B,No,Student,Primary,2019-05-07
10818,21,Female,Tamil Nadu,Coimbatore,High,Party C,Yes,Employed,Secondary,2019-05-08
10819,85,Male,Bihar,Patna Urban,High,Party A,No,Employed,Postgraduate,2019-05-12
10820,52,Other,Kerala,Kozhikode,High,Party A,Yes,Employed,Primary,2019-04-03
10821,21,Female,Tamil Nadu,Coimbatore,High,Party B,Yes,Student,Postgraduate,2019-04-16
10822,82,Female,Kerala,Kozhikode,Low,Party B,Yes,Student,Primary,2019-05-08
10823,41,Male,Maharashtra,Mumbai South,Low,Party A,Yes,Self-employed,Graduate,2019-04-19
10824,33,Male,Bihar,Muzaffarpur,Medium,Party A,No,Student,Postgraduate,2019-05-18
10825,30,Other,Kerala,Kochi,Medium,Party A,Yes,Student,Postgraduate,2019-04-24
10826,48,Male,Bihar,Muzaffarpur,Medium,Party B,Yes,Unemployed,Secondary,2019-05-06
10827,54,Other,Maharashtra,Mumbai South,Medium,Party A,Yes,Self-employed,Postgraduate,2019-04-25
10828,57,Male,Bihar,Patna Urban,Medium,Party C,Yes,Unemployed,Postgraduate,2019-05-03
10829,55,Male,Maharashtra,Pune,Medium,Party B,No,Student,Secondary,2019-05-27
10830,82,Male,Kerala,Kochi,High,Party C,No,Employed,Graduate,2019-05-27
10831,59,Other,Tamil Nadu,Coimbatore,High,Party B,No,Employed,Secondary,2019-05-29
10832,84,Female,Tamil Nadu,Coimbatore,Medium,Party C,Yes,Student,Primary,2019-04-10
10833,28,Female,Bihar,Muzaffarpur,Low,Party C,Yes,Employed,Graduate,2019-04-11
10834,70,Male,Bihar,Gaya,Medium,Party C,Yes,Employed,Secondary,2019-04-15
10835,39,Female,Maharashtra,Mumbai South,Medium,Party B,No,Student,Graduate,2019-05-23
10836,19,Male,Bihar,Patna Urban,High,Party B,Yes,Student,Postgraduate,2019-04-13
10837,65,Female,Bihar,Muzaffarpur,High,Party C,No,Student,Primary,2019-04-17
10838,73,Other,Kerala,Kozhikode,High,Party A,No,Employed,Graduate,2019-05-09
10839,25,Female,Bihar,Patna Urban,Medium,Party B,No,Self-employed,Postgraduate,2019-04-09
10840,26,Male,Tamil Nadu,Madurai,High,Party C,No,Self-employed,Postgraduate,2019-05-31
10841,47,Female,Tamil Nadu,Coimbatore,High,Party B,No,Employed,Graduate,2019-05-15
10842,38,Male,Tamil Nadu,Madurai,Medium,Party A,No,Student,Secondary,2019-04-07
10843,52,Male,Bihar,Patna Urban,Low,Party C,Yes,Unemployed,Secondary,2019-04-01
10844,20,Female,Bihar,Gaya,Medium,Party A,No,Self-employed,Primary,2019-04-28
10845,21,Male,Maharashtra,Pune,Medium,Party C,No,Employed,Postgraduate,2019-05-22
10846,38,Female,Tamil Nadu,Chennai Central,High,Party B,Yes,Unemployed,Primary,2019-04-09
10847,75,Male,Bihar,Patna Urban,Medium,Party B,Yes,Student,Secondary,2019-04-21
10848,22,Other,Bihar,Gaya,High,Party B,No,Student,Postgraduate,2019-05-31
10849,59,Male,Bihar,Gaya,Medium,Party B,Yes,Self-employed,Postgraduate,2019-05-09
10850,84,Male,Maharashtra,Pune,Medium,Party B,Yes,Employed,Postgraduate,2019-05-04
10851,76,Male,Bihar,Gaya,High,Party B,No,Unemployed,Secondary,2019-05-10
10852,74,Male,Kerala,Kochi,Low,Party A,No,Employed,Graduate,2019-05-20
10853,47,Other,Kerala,Kozhikode,High,Party C,No,Self-employed,Graduate,2019-05-15
10854,54,Male,Kerala,Kochi,High,Party C,No,Unemployed,Secondary,2019-05-04
10855,73,Other,Kerala,Kochi,Low,Party C,No,Unemployed,Postgraduate,2019-05-20
10856,70,Other,Bihar,Muzaffarpur,High,Party B,Yes,Unemployed,Primary,2019-05-17
10857,24,Other,Kerala,Thiruvananthapuram,Low,Party B,Yes,Unemployed,Primary,2019-05-17
10858,35,Female,Tamil Nadu,Madurai,Medium,Party B,Yes,Student,Secondary,2019-05-12
10859,55,Male,Maharashtra,Pune,Medium,Party A,No,Employed,Graduate,2019-04-05
